Name,Sector,Expert_S,P_S,A_S,D_C_S,L_S,Q4_R,Q3_R,Q2_R,Q1_R,Q4_PBT,Q3_PBT,Q2_PBT,Q1_PBT,Q4_NP,Q3_NP,Q2_NP,Q1_NP,Y_R,Y_NP,NTA,Goodwill,Cash,Debt,TD,NA,CR,QR,Cash_Ratio,ROA,DTA,ATR
klse: HSS Engineers Bhd,Engineering,3.7,3.6,2.52,4,4.65,42044,40808,42025,40447,4385,3896,3661,3680,2787,2651,2280,2693,165324,10411,0.43,170770,49040,69580,124390,219010,2.45,2.45,0.75,0.047536642,0.567964933,0.754869641
klse: QL Resources Bhd,Agricultural Commodities,3.6,2.5,1.06,3.58,7.32,1078089,970149,979416,1107349,97320,80402,62798,97650,70130,50869,42969,76121,4135003,246448,1.24,15100,446470,1500000,2120000,2180000,1.39,0.73,0.29,0.113049541,0.972477064,1.896790367
klse: K-One Technology Bhd,Electronic Equipments,3.9,2.4,1.53,4.32,7.27,23850,19047,16958,26704,457,-2449,414,2128,523,-2856,108,1260,86559,305,0.16,18590,51320,0,21490,115650,2.63,2.06,1.27,0.002637268,0.185819282,0.74845655
klse: LBI Capital Bhd,Industrial Specialties,6.7,5.2,7.1,8.81,5.74,667,2279,3973,6409,-971,3178,-1625,-2029,-799,3066,-1803,-2428,13328,-1967,1.39,0,29600,3230,20750,142390,3.7,2.22,1.45,-0.013814172,0.145726526,0.093602079
klse: Rex Industry Bhd,Food and Beverages,3.1,1.9,4.11,3.09,3.41,44067,40844,34030,36155,1311,-4128,-2561,-888,789,-4560,-2760,-1082,155096,-7613,0.41,7040,6650,42190,81360,102190,1.31,0.6,0.1,-0.074498483,0.796164008,1.517721891
klse: Fitters Diversified Bhd,Miscellaneous Manufacturing,4.7,2.4,6.46,3.33,6.6,58601,51990,54042,64860,1021,-926,-6392,-760,646,-675,-6440,-1953,229493,-10557,0.82,5510,17720,94850,157910,361650,2.02,1.04,0.11,-0.029191207,0.436637633,0.6345721
klse: Media Chinese International Ltd.,Broadcasting,4.9,2.1,5.75,7.04,4.75,126207,103722,165865,230149,2468,-25477,-6629,19724,3254,-24333,-7737,13917,625943,-19050,0.41,9150,325150,102450,284720,668210,2.31,1.92,1.43,-0.028509002,0.426093593,0.936745933
klse: BIMB Holdings Bhd,Construction,5.8,6.1,5.31,5.75,6.2,1332009,1144691,1244072,1352457,220408,252260,321833,266607,135810,153026,209237,180858,5073229,814681,3.34,63220,19270000,56590000,57430000,5130000,0.44,0,0,0.158807212,11.19493177,0.988933528
klse: Kuala Lumpur Kepong Bhd,Agricultural Commodities,4.7,3.3,3.2,4.4,8.01,4003408,3711157,3803983,4077408,336290,487111,102570,259759,208816,368697,27892,167199,15595956,857049,10.04,346170,3900000,6740000,9360000,10750000,2.83,2.06,1.26,0.079725488,0.870697674,1.450786605
klse: Kumpulan H&L High-Tech Bhd,Industrial Machinery,5.2,5.5,7.83,6.54,1.08,5359,4808,3208,5132,1277,1432,-485,479,1315,1447,-656,322,18507,2427,2.64,0,27260,16820,25590,95310,8.07,7.07,6.3,0.025464274,0.268492288,0.194176896
klse: HSS Engineers Bhd,Engineering,3.7,3.6,2.52,4,4.65,42044,40808,42025,40447,4385,3896,3661,3680,2787,2651,2280,2693,165324,10411,0.43,170770,49040,69580,124390,219010,2.45,2.45,0.75,0.047536642,0.567964933,0.754869641
klse: CME Group Bhd,Industrial Products,2.6,2.1,1.84,0,6.61,1704,1268,10323,16673,-147,-1517,723,2968,-147,-2235,723,2968,29968,1309,0.06,0,5970,56500,84820,5630,0.36,0.22,0.12,0.23250444,15.06571936,5.322912966
klse: Apollo Food Holdings Bhd,Food and Beverages,5.6,4.2,5.41,7.97,4.81,48145,45140,43394,48934,4156,6734,5436,5730,3267,4684,3895,3987,185613,15833,3.04,0,119170,0,20790,247970,16.65,15.06,12.25,0.063850466,0.083840787,0.748530064
klse: Coastal Contracts Bhd,Industrial Machinery,6.2,6.1,7.95,6,4.75,37979,46576,51773,51432,-4387,-166075,48359,3210,-8194,-170365,43839,-1613,187760,-136333,2.06,0,523750,276990,470500,1090000,1.94,1.6,1.21,-0.125076147,0.431651376,0.172256881
klse: DiGi.com Bhd,Telco Provider,3.4,3.8,0.01,1.99,7.64,1579247,1452478,1560250,1678052,432435,377268,435420,461005,320758,288036,331998,342924,6270027,1283716,0.08,209900,519210,5160000,7560000,611370,0.67,0.64,0.17,2.099736657,12.36567054,10.25569949
klse: Muar Ban Lee Group Bhd,Industrial Machinery,5.5,5.8,5.06,6.36,5,50913,44077,37783,48907,4547,5386,2542,8714,2053,4103,1476,5310,181680,14887,1.38,23560,28810,12550,75420,145200,2.43,1.8,0.62,0.102527548,0.519421488,1.251239669
klse: PNE PCB Bhd,Electronic Components,3.3,1.9,1.51,3.72,6.13,20598,16070,13335,17147,6,-1228,-750,-673,6,-1228,-2643,-686,67150,-4551,0.43,140,12960,6660,22910,55490,2.09,1.63,0.71,-0.082014777,0.412867183,1.210127951
klse: EP Manufacturing Bhd,Auto Parts,2.6,1.1,5.63,1.81,1.97,127125,51645,95925,139269,-235,-9093,-4156,-6879,-233,-8622,-5425,-4214,413964,-18494,1.66,85510,29530,193870,271820,248660,0.61,0.41,0.09,-0.074374648,1.093139226,1.664779217
klse: YGL Convergence Bhd,Information Technology Services,2,0.1,0.07,4.06,3.77,1174,892,715,555,-102,-708,-5715,-973,-190,-716,-5697,-972,3488,-7251,0.07,3620,4820,15,2110,12050,2.87,2.87,2.11,-0.601742739,0.175103734,0.289460581
klse: Xian Leng Holdings Bhd,Agricultural Commodities,3.5,2.4,3.98,4.06,3.59,7748,7953,6404,4337,335,547,-248,-397,268,437,-270,-431,26442,4,0.61,0,3540,380,1650,46960,10.5,6.85,4.26,8.51789E-05,0.035136286,0.563074957
klse: Privasia Technology Bhd,Information Technology Services,2.7,1.1,0.3,3.12,6.2,11069,10128,9510,10959,297,-790,-491,79,-485,-1135,-747,-554,41666,-3162,0.11,42450,9710,19290,31980,60530,1.12,1.07,0.31,-0.052238559,0.528333058,0.688352883
klse: Tune Protect Group Bhd,Insurance,6.9,7,6.79,7.88,5.84,110003,100942,122356,125832,7405,20603,3577,12285,2278,12597,2500,10638,459133,37954,0.74,29080,819340,294740,5870,479830,0.66,0,0,0.079098848,0.012233499,0.956865973
klse: Hock Seng Lee Bhd,Engineering,5.7,5.7,6.72,6.55,3.91,161156,83052,112396,187634,13031,5402,10126,13702,10866,3953,7553,10124,544238,32570,1.49,0,253290,52810,294260,829460,2.77,2.1,0.7,0.039266511,0.354760929,0.656135317
klse: Keck Seng (Malaysia) Bhd,Agricultural Commodities,4.9,2.8,6.66,5.4,4.62,213313,160924,241008,252667,-7616,-30700,28612,3395,-11452,-32416,22868,23943,867912,-1485,6.25,100,993280,216790,360930,2200000,3.38,2.94,2.63,-0.000675,0.164059091,0.394505455
klse: Tanco Holdings Bhd,Property Developer,3.7,1.3,5.22,2.98,5.22,663,660,568,1958,-1939,-6866,-3184,-1731,-1939,-7905,-3198,-1731,3849,-14773,0.13,0,4020,42800,113830,157540,1,0.1,0.06,-0.09377301,0.722546655,0.02443189
klse: Boustead Plantations Bhd,Construction,4.7,2.4,4.64,4.06,7.89,205679,167058,162689,179104,27549,4770,1280,-177711,17970,7080,-9553,-172725,714530,-167967,1.14,2280,48840,1360000,1740000,2550000,0.19,0.13,0.03,-0.065869412,0.682352941,0.280207843
klse: CabNet Holdings Bhd,Engineering,4.5,4.4,4.91,5.19,3.42,11827,8038,12285,21748,169,-1101,-17,584,6,-898,-62,347,53898,-553,0.27,100,6610,11350,21710,47050,2.71,2.5,0.58,-0.011753454,0.461424017,1.14554729
klse: Innity Corp. Bhd,Marketing Services,1.7,1.9,1.19,3.68,0.14,41735,31428,37387,53489,8906,4542,4167,10254,6584,3132,2750,7910,99392,-4259,0.26,0,36770,21820,46240,132800,1.05,0.43,0.32,-0.032070783,0.348192771,0.748433735
klse: Nextgreen Global Bhd,Commercial Services,3.2,2.4,1.66,3.7,5.17,16465,602,7763,12683,5662,-1278,1352,-25853,5662,-1278,1680,-25853,37513,-21424,0.27,500,2460,10240,29980,112850,2.66,0.95,0.07,-0.189844927,0.265662384,0.33241471
klse: Axiata Group Bhd,Telecommunications,3.6,2.8,1.24,2.4,8.02,6111657,5792414,6036584,6267007,724473,405810,611886,632278,352991,80018,188106,332558,24207662,1426596,1.77,20355360,10880000,30590000,48960000,15780000,0.39,0.39,0.18,0.090405323,3.102661597,1.53407237
klse: RGB International Bhd,Consumer Services,7,8,6.33,7.5,6.14,39973,14427,77433,132126,-12434,-14421,4594,16306,-11901,-14029,3600,14713,263959,-7659,0.17,1950,58980,41620,194250,256540,1.36,1.34,0.31,-0.029854993,0.757191861,1.028919467
klse: Xin Hwa Holdings Bhd,Couriers,4.3,2.4,5.54,2.66,6.44,26858,19534,20732,32355,-780,111,-4221,1680,-775,12,-6740,1516,99479,-6059,0.83,340,5380,125490,157340,180410,0.69,0.65,0.06,-0.033584613,0.872124605,0.551405133
klse: Sime Darby Plantation Bhd,Agricultural Commodities,3.9,2.7,1.93,2.96,7.97,3182000,3216000,3044000,3376000,311000,519000,607000,32000,190000,378000,394000,-45000,12818000,1136000,1.93,2983000,695000,9300000,14490000,13590000,1.04,0.65,0.1,0.083590876,1.066225166,0.943193525
klse: NWP Holdings Bhd,Forest Products,2.6,0.4,0.01,3.86,6.31,2263,548,1063,2014,-1311,-965,-1721,-1027,-1311,-965,-1721,-1027,5888,-5024,0.08,260,1400,111,6660,32070,2.3,1.05,0.45,-0.156657312,0.20767072,0.183598379
klse: Tomei Consolidated Bhd,Consumer Services,5.3,4.8,6.29,3.17,7.12,180631,76129,127800,136507,19833,2540,5415,4689,13604,1891,4006,2675,521067,21834,1.55,0,13690,183500,205420,215500,1.83,0.2,0.09,0.101317865,0.953225058,2.417944316
klse: Pensonic Holdings Bhd,Electronics,4,3.5,5.2,2.74,4.64,84669,62501,69430,78949,2043,-879,5938,-197,1553,-600,5081,-284,295549,5309,0.91,870,26660,93830,140160,116820,1.33,0.88,0.27,0.045445985,1.199794556,2.529952063
klse: MMAG Holdings Bhd,Information Technology Services,2.8,0.1,0.01,3.59,7.67,62593,44561,44316,38564,5290,-4256,-9830,-9231,5218,-4339,-9785,-9191,211283,-15788,0.14,0,39860,35730,75100,135320,1.01,0.93,0.14,-0.116671593,0.554980786,1.561358262
klse: Gabungan AQRS Bhd,Construction,5.6,6,5.93,4.56,5.8,84405,-53267,76853,79849,5292,-74599,5957,4526,4970,-74163,3921,5403,187840,-59005,1.04,28710,131430,267340,929830,443770,1.46,1.02,0.15,-0.132963021,2.095297113,0.423282331
klse: IGB Bhd,Pharmaceuticals,4.5,4.7,6.07,2.82,4.49,279801,168527,291422,427491,72041,-7878,61812,130663,16987,-14974,17678,59901,1167241,199219,5.3,6260,705320,4020000,4880000,3590000,0.75,0.52,0.32,0.055492758,1.359331476,0.325136769
klse: British American Tobacco (Malaysia) Bhd,Ringgit,4.4,5,0.52,5.03,6.95,627518,546588,481146,662447,83834,78097,66939,134136,63742,54611,50766,93864,2317699,266822,1.36,413050,6380,549410,734710,355180,0.88,0.72,0.03,0.751230362,2.068556788,6.525420913
klse: MTAG Group Bhd,Commercial Services,5.9,5,3.95,7.17,7.43,55265,29657,41582,45811,14403,6574,11156,13481,10796,5022,8128,10540,172315,34486,0.26,0,109730,111,21860,179740,9.26,7.92,5.73,0.191866029,0.121620118,0.95869033
klse: Tasco Bhd,Transportation,4.5,3.9,3.55,3.76,6.91,229457,178565,186236,190137,15596,5229,6821,6112,10702,2636,-377,3880,784395,19044,2.18,81860,106570,284440,398460,434960,2.01,2.01,1.15,0.043783336,0.916084238,1.803372724
klse: Elsoft Research Bhd,Computer,4,3.2,1.71,5.77,5.41,4733,4201,4266,6254,2659,1268,214,4059,2756,1150,106,3822,19454,7834,0.17,0,61660,0,5940,105230,6.88,6.57,5.77,0.074446451,0.056447781,0.184871234
klse: Apollo Food Holdings Bhd,Food and Beverages,5.6,4.2,5.41,7.97,4.81,48145,45140,43394,48934,4156,6734,5436,5730,3267,4684,3895,3987,185613,15833,3.04,0,119170,0,20790,247970,16.65,15.06,12.25,0.063850466,0.083840787,0.748530064
klse: Amalgamated Industrial Steel Bhd,Metal Fabrication,4.1,2.1,7.32,4.62,2.49,2204,846,589,1605,-1439,-600,-925,-2063,-1451,-622,-967,-678,5244,-3718,0.98,0,23460,5940,7610,133410,25.6,10.15,8.07,-0.027868975,0.057042201,0.039307398
klse: TA Ann Holdings Bhd,Forest Products,5.3,4.6,5.13,5.42,5.84,353371,248704,252601,281729,69307,20513,20562,15191,42769,13257,10245,16196,1136405,107270,3.21,93840,135030,555420,935750,1460000,1.2,0.51,0.26,0.073472603,0.640924658,0.778359589
klse: AYER Holdings Bhd,Property Developer,4,2.9,6.06,5.12,1.99,18198,8326,8750,23717,7044,1419,2001,7462,5311,321,1487,5159,58991,12278,6.99,27100,115140,492,62590,522200,10.84,7.44,5.73,0.023512064,0.119858292,0.112966296
klse: Wah Seong Corp. Bhd,Oilfield Services,3.3,2.8,3.89,0.47,5.86,453299,243115,326740,429250,-235416,-30512,-43256,-63831,-255826,-29636,-44426,-30593,1452404,-373575,1.27,151040,250420,1210000,1660000,914080,0.91,0.68,0.13,-0.408689611,1.816033608,1.588924383
klse: Fima Corp. Bhd,Commercial Services,6.1,5.2,6.91,8.96,3.2,60310,45869,70561,61197,11514,5196,-1404,4393,9240,2885,-1020,2687,237937,12197,2.29,510,199150,15480,67700,558810,8.08,7.05,3.99,0.021826739,0.121150302,0.425792309
klse: Niche Capital Emas Holdings Bhd,Consumer Services,3.1,1.4,0.01,3.86,7.18,4527,4892,4568,591,211,-715,-1071,-360,211,-846,-1071,-360,14578,-2066,0.04,0,1280,388,5990,31360,6.26,1.58,0.22,-0.065880102,0.191007653,0.464859694
klse: Chemical Co. of Malaysia Bhd,Chemicals,4.3,3.2,2.79,3.89,7.4,106325,103884,96630,99293,1191,13,3730,5080,-1581,-709,2175,3074,406132,4371,1.93,94110,108460,219220,297730,316390,2.08,1.85,1.04,0.013815228,0.941022156,1.283643604
klse: Magna Prima Bhd,Engineering,3,1.8,4.59,2.73,2.76,4174,267,1987,9269,-4399,-2160,-7057,-9603,-4616,-1663,-7006,-11848,15697,-27429,1.46,0,2460,201040,358720,475670,0.46,0.07,0.02,-0.057663927,0.754136271,0.032999769
klse: Sapura Energy Bhd,Oilfield Services,4.2,2.1,5.39,0.47,8.7,1328379,1219237,1356662,1111894,58983,53377,36191,-4266977,17205,23744,14207,-4234508,5016172,-4181670,0.57,5079250,731910,10570000,13730000,9440000,0.63,0.57,0.12,-0.442973517,1.454449153,0.531374153
klse: Asia Brands Bhd,Textiles,4.2,5.7,4.22,4.16,2.74,49233,34694,37840,46262,5796,4291,-999,3747,5348,4229,-1005,3609,168029,12181,0.85,157700,10900,65530,93940,202240,1.75,0.54,0.13,0.060230419,0.464497627,0.830839597
klse: Kretam Holdings Bhd,Agricultural Commodities,3.6,2.6,2.15,4.23,5.54,141695,102998,94274,120885,19324,16044,3802,14626,16991,14208,2472,11729,459852,45548,0.26,42780,32190,41590,159500,639320,1.79,0.8,0.19,0.071244447,0.249483827,0.719282988
klse: JCY International Bhd,Electronic Components,5.1,2.4,4.36,4.61,8.99,301475,227035,269508,277827,27516,3347,4579,4106,14117,3143,4374,3970,1075845,25604,0.44,0,351830,53640,189910,898010,4.21,3.16,1.57,0.028511932,0.211478714,1.198032316
klse: Globaltec Formation Bhd,Metal Fabrication,5.1,3.6,6.3,4.79,5.66,36348,19977,42427,49077,22187,-1915,1505,1443,10746,-1355,-42,1746,147829,17364,0.89,27410,56170,20910,87110,238570,1.45,1.11,0.77,0.072783669,0.365133923,0.619646225
klse: Minetech Resources Bhd,Industrial Machinery,2.8,1.1,0.5,3.54,6.16,17824,9619,21686,19198,-1164,-2877,-11079,459,-1758,-2530,-11584,1180,68327,-16242,0.07,7680,30870,21350,58090,80350,1.47,1.3,0.36,-0.202140635,0.722962041,0.850367144
klse: Taliworks Corp. Bhd,Utilities,4.5,3.6,2.78,7.19,4.39,82631,76103,84252,105538,22596,15706,21153,-10183,16182,11701,15905,-18546,348524,32408,51.25,1193880,491270,404520,889030,993990,3.71,3.7,3.02,0.03260395,0.894405376,0.350631294
klse: Lien Hoe Corp. Bhd,Engineering,4,1.5,6.39,3.5,4.7,3109,1129,5056,4795,-9477,-6313,-9518,18594,-8698,-6230,-9434,20082,14089,-4280,1.41,8930,5370,52430,168490,453320,0.74,0.46,0.14,-0.009441454,0.371680049,0.031079591
klse: Grand-Flo Bhd,Information Technology Services,3.8,2.4,2.57,4.83,5.56,20132,18877,25353,37428,2737,-420,528,-1844,1231,-417,46,-2203,101790,-1552,0.2,10350,7770,690,65120,95290,3.01,1.56,0.35,-0.016287124,0.683387554,1.068212824
klse: OKA Corp. Bhd,Building Materials,6.2,5.6,6.4,8.56,4,34109,13570,24890,29859,7929,482,1189,3171,6096,451,1347,2141,102428,10035,0.72,0,47050,0,17940,176400,4.91,3.31,2.02,0.056887755,0.10170068,0.580657596
klse: Thong Guan Industries Bhd,Crude Oil,6.6,5.6,6.41,7.12,7.21,245791,228034,244021,231625,27435,25921,22584,21748,19596,20462,17461,17856,949471,80615,3.13,0,244010,150840,254100,618610,2.69,1.81,1.01,0.130316354,0.410759606,1.534845864
klse: Boilermech Holdings Bhd,Construction,4.5,4,2.87,5.45,5.79,64331,32028,59811,53071,10170,3541,8610,7624,6048,2342,6086,5675,209241,22091,0.41,3930,82320,12900,115940,218600,2.53,2.09,0.71,0.101056725,0.530375114,0.957186642
klse: Greenyield Bhd,Chemicals,4.3,3.3,4.4,4.27,5.4,8854,4074,8086,4433,1543,3716,-48,-386,1405,2837,-89,-200,25447,3953,0.16,0,7890,14980,21620,60660,3.02,1.97,1.19,0.065166502,0.356412793,0.419502143
klse: Hiap Huat Holdings Bhd,Environmental Services,4.2,2.4,6.16,3.76,4.4,10059,6263,11888,13279,334,-2487,465,340,475,-2444,422,-649,41489,-2196,0.2,0,12750,14710,22660,64000,5.83,4.29,2.46,-0.0343125,0.3540625,0.648265625
klse: VSTECS Bhd,Information Technology Services,6.2,6.4,5.32,6.78,6.37,536368,448822,372672,542095,13515,9309,8781,13954,10095,7023,6789,10734,1899957,34641,1.71,630,150600,1110,288290,315720,2.06,1.51,0.3,0.109720639,0.91311922,6.017854428
klse: Damansara Realty Bhd,Construction,5,6.1,6.19,3.9,3.72,46779,46868,49399,88211,-4312,-2324,-1619,14763,-4927,-1663,-2100,14667,231257,4456,0.61,890,16170,91300,220570,185530,1.05,0.89,0.18,0.024017679,1.188864335,1.246466879
klse: Westports Holdings Bhd,Transportation,4.1,3.7,0.8,4.94,7.09,528359,431602,473467,452820,270278,174714,201892,158014,203849,134340,152806,125439,1886248,616434,0.75,2397600,751900,1690000,2530000,2630000,1.63,1.62,1.07,0.234385551,0.961977186,0.717204563
klse: Salutica Bhd,Electronic Equipments,3.9,2.4,2.63,5.57,5.12,56111,37335,36307,54998,-4888,-3378,-4165,137,-3738,-2154,-3574,55,184751,-9411,0.37,1300,44300,2160,40370,137500,2.78,1.59,1.03,-0.068443636,0.2936,1.343643636
klse: Johan Holdings Bhd,Wholesale Distributors,1.4,0.1,0.01,0,5.5,27038,16961,19231,23018,-5100,-7899,-16019,9895,-5304,-7900,-13765,9924,86248,-15106,0.11,7520,62530,508200,862120,41880,1.33,1.33,0.15,-0.36069723,20.58548233,2.059407832
klse: Paramount Corp. Bhd,Property Developer,6.8,6,7.69,7.78,5.81,218865,64198,122114,209622,36572,-1989,4263,37431,19816,-3701,466954,39116,614799,539140,1.88,0,324380,1050000,1280000,1430000,1.66,1.4,0.15,0.377020979,0.895104895,0.429929371
klse: Perak Transit Bhd,Transportation,6.3,5.3,6.18,6.15,7.5,35017,19389,29729,32755,15876,6243,9257,9236,11960,8053,8610,11829,116890,40692,0.23,1620,26900,294830,312770,343540,3.15,3.12,2.2,0.118449089,0.910432555,0.340251499
klse: Guan Chong Bhd,Food and Beverages,5,5.5,3.21,4.5,6.75,841587,910777,909382,796402,58454,71590,83410,61804,46779,56976,72165,44728,3458148,220648,0.94,44280,55670,714630,1060000,1130000,1.51,0.47,0.05,0.195263717,0.938053097,3.060307965
klse: Binasat Communications Bhd,Construction,4.7,3.6,4.85,4.67,5.63,13040,11407,10210,12240,1797,686,230,1743,1225,369,135,1304,46897,3372,0.3,0,40550,20560,28220,78860,7.37,7.37,4.72,0.04275932,0.357849353,0.594686787
klse: Xin Hwa Holdings Bhd,Couriers,4.3,2.4,5.54,2.66,6.44,26858,19534,20732,32355,-780,111,-4221,1680,-775,12,-6740,1516,99479,-6059,0.83,340,5380,125490,157340,180410,0.69,0.65,0.06,-0.033584613,0.872124605,0.551405133
klse: Integrated Logistics Bhd,Couriers,5.3,4.7,6.56,5.33,4.78,1735,1892,6997,6350,-2288,48898,-2373,18118,-2307,33115,-1508,19585,16974,61967,0.95,2300,136750,80550,94850,215020,2.48,2.48,0.34,0.288191796,0.441121756,0.078941494
klse: Sasbadi Holdings Bhd,Publishing,4.5,2.4,6.25,3.47,5.9,6788,4946,22961,27745,-7667,-10559,3045,5877,-6204,-8771,2002,4021,62440,-8952,0.35,24360,6210,40220,65200,152560,3.09,1.46,0.16,-0.058678553,0.427372837,0.409281594
klse: Cheetah Holdings Bhd,Apparel,4.7,3.1,6.27,5.14,4.27,27903,20765,25269,38228,1748,1663,-3793,1312,1748,1859,-3793,1312,112165,1126,1.08,0,42430,1450,6430,124460,21.05,11.07,7.77,0.009047083,0.051663185,0.901213241
klse: A-Rank Bhd,Aluminum,6.2,6.6,6.34,7.16,4.78,136369,84898,81974,114123,3226,1660,492,3181,2782,1854,405,2197,417364,6648,0.81,10,18280,27530,96420,137570,1.88,0.68,0.2,0.048324489,0.700879552,3.03383005
klse: Supercomnet Technologies Bhd,Miscellaneous Manufacturing,3.7,2.5,0.91,4.61,6.8,37758,24161,28148,32396,6898,8145,5494,4919,5157,5952,4097,4560,122463,19766,0.32,111190,71150,0,21530,215820,8.16,6.53,4.78,0.091585581,0.099759058,0.567431193
klse: Kym Holdings Bhd,Property Developer,2.8,1.8,4.1,2.36,3.07,17440,20131,13662,25426,-298,1032,-1542,-5250,-326,1004,-1569,-4722,76659,-5613,0.57,4670,9490,55590,82560,85200,1,0.6,0.12,-0.065880282,0.969014085,0.899753521
klse: Asian Pac Holdings Bhd,Insurance,6.9,7.3,8.88,4.37,6.89,32839,11442,42822,49872,5121,-5172,25962,7311,3367,-5430,28944,5506,136975,32194,1.06,28440,56910,470020,946610,1090000,2.01,1.07,0.34,0.02953578,0.868449541,0.125665138
klse: Eversendai Corp. Bhd,Engineering,4.5,3.8,7.76,0.2,6.08,260484,192563,228496,362520,-33122,-26070,-9720,786,-35886,-26321,-10145,-7282,1044063,-76591,1.18,11250,127520,1440000,2600000,867370,1.66,1.47,0.1,-0.08830257,2.997567359,1.203711219
klse: Heng Huat Resources Group Bhd,Home Furnishings,0.6,0.1,0.01,0,2.37,18825,12295,12958,16876,-2271,-2732,-20777,-15072,-2425,-2832,-20396,-15237,65253,-32607,0.23,180,5740,37850,75720,33230,0.93,0.83,0.12,-0.981251881,2.278663858,1.9636774
klse: Mercury Industries Bhd,Industrial Specialties,2.6,1.6,3.69,3.32,1.78,1194,1443,2927,4706,-1192,-961,-1012,-4166,-1191,-961,-1012,-3497,10270,-6661,1.83,31510,4890,13570,55020,66190,1.26,1.26,0,-0.100634537,0.83124339,0.15515939
klse: DiGi.com Bhd,Telco Provider,3.4,3.8,0.01,1.99,7.64,1579247,1452478,1560250,1678052,432435,377268,435420,461005,320758,288036,331998,342924,6270027,1283716,0.08,209900,519210,5160000,7560000,611370,0.67,0.64,0.17,2.099736657,12.36567054,10.25569949
klse: Solution Group Bhd,Miscellaneous Manufacturing,3.8,2.1,0.01,3.83,9.24,5288,3470,3452,5116,577,115,-369,-624,416,64,-396,-788,17326,-471,0.12,60,17660,7100,9770,37240,8.48,8.07,4.74,-0.012647691,0.262352309,0.465252417
klse: Cab Cakaran Corp. Bhd,Agricultural Commodities,3.6,2.8,4.82,1.63,5.06,446862,375770,409653,448202,5666,12698,-8653,-13188,5782,9478,-4524,-7865,1680487,-10971,0.67,16430,70380,518010,768070,456710,0.99,0.67,0.22,-0.024021808,1.681745528,3.679549386
klse: Chin Well Holdings Bhd,Metal Fabrication,6.6,6.4,7.6,7.7,4.66,107392,82215,150401,147703,6841,-16282,9634,5407,5165,-16591,8022,4276,487711,872,1.94,0,110320,71330,111620,568760,5.12,2.49,1.11,0.00153316,0.196251494,0.857498769
klse: Euro Holdings Bhd,Office Equipments,3,1.4,0.01,2.31,8.11,35120,4928,9933,18161,3370,-4392,-2910,-3932,3405,-4431,-3062,-4178,68142,-8317,0.23,0,9320,57560,95390,54460,1.41,0.56,0.12,-0.152717591,1.751560779,1.251230261
klse: Amway (Malaysia) Holdings Bhd,Consumer Services,4.1,4.4,1.71,6.71,3.5,321950,280809,234636,252998,21186,22236,13884,11500,15611,16811,10205,11440,1090393,54067,1.35,11610,225060,8770,278240,220880,1.61,1.07,0.85,0.244779971,1.259688519,4.936585476
